Quản lý,Chi tiết,Time,GTC,%Ontime
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-05 - Thứ 6,87,"97,7%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-05 - Thứ 6,87,"98,9%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-02 - Thứ 3,87,"93,1%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-04 - Thứ 5,87,"96,6%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-04 - Thứ 5,87,"100,0%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-08 - Thứ 2,87,"98,9%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-12 - Thứ 6,87,"96,6%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-24 - Chủ Nhật,88,"94,3%"
NTB - Khánh Hòa,BC Phước Đồng-Nha Trang-Khánh Hoà,2026-06-02 - Thứ 3,88,"98,9%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-17 - Chủ Nhật,88,"6,8%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-29 - Thứ 6,88,"98,9%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-21 - Thứ 5,89,"95,5%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-31 - Chủ Nhật,89,"85,4%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-27 - Thứ 4,89,"87,6%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-29 - Thứ 6,89,"95,5%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-06 - Thứ 7,89,"97,8%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-10 - Thứ 4,90,"86,7%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-24 - Chủ Nhật,90,"91,1%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-09 - Thứ 3,90,"84,4%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-07 - Chủ Nhật,90,"96,7%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-04 - Thứ 5,90,"98,9%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-30 - Thứ 7,90,"97,8%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-07 - Chủ Nhật,91,"93,4%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-25 - Thứ 2,91,"95,6%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-18 - Thứ 2,91,"91,2%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-03 - Thứ 4,92,"85,9%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-24 - Chủ Nhật,92,"98,9%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-18 - Thứ 2,92,"96,7%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-20 - Thứ 4,92,"100,0%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-06 - Thứ 7,92,"96,7%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-01 - Thứ 2,93,"94,6%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-07 - Chủ Nhật,93,"95,7%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-23 - Thứ 7,93,"59,1%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-17 - Chủ Nhật,93,"96,8%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-19 - Thứ 3,93,"98,9%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-22 - Thứ 6,93,"98,9%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-22 - Thứ 6,93,"97,8%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-06 - Thứ 7,93,"96,8%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-21 - Thứ 5,94,"97,9%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-05 - Thứ 6,94,"89,4%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-07 - Chủ Nhật,94,"95,7%"
NTB - Khánh Hòa,BC Phước Đồng-Nha Trang-Khánh Hoà,2026-06-06 - Thứ 7,94,"100,0%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-30 - Thứ 7,94,"92,6%"
NTB - Khánh Hòa,BC Phước Đồng-Nha Trang-Khánh Hoà,2026-06-11 - Thứ 5,95,"98,9%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-05 - Thứ 6,95,"97,9%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-24 - Chủ Nhật,95,"96,8%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-07 - Chủ Nhật,95,"95,8%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-08 - Thứ 2,95,"85,3%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-23 - Thứ 7,95,"96,8%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-29 - Thứ 6,95,"97,9%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-06 - Thứ 7,95,"96,8%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-26 - Thứ 3,96,"99,0%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-25 - Thứ 2,96,"92,7%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-03 - Thứ 4,97,"90,7%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-02 - Thứ 3,97,"97,9%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-05-27 - Thứ 4,97,"87,6%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-20 - Thứ 4,97,"99,0%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-12 - Thứ 6,97,"97,9%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-21 - Thứ 5,98,"84,7%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-31 - Chủ Nhật,98,"94,9%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-01 - Thứ 2,98,"94,9%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-05-28 - Thứ 5,98,"91,8%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-17 - Chủ Nhật,98,"98,0%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-19 - Thứ 3,98,"90,8%"
NTB - Khánh Hòa,BC 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-30 - Thứ 7,98,"95,9%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-26 - Thứ 3,99,"92,9%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-11 - Thứ 5,99,"90,9%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-04 - Thứ 5,99,"93,9%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-17 - Chủ Nhật,99,"88,9%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-06 - Thứ 7,99,"100,0%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-26 - Thứ 3,100,"96,0%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-09 - Thứ 3,100,"98,0%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-28 - Thứ 5,100,"95,0%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-27 - Thứ 4,100,"95,0%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-26 - Thứ 3,101,"91,1%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-03 - Thứ 4,101,"97,0%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-24 - Chủ Nhật,101,"98,0%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-05-28 - Thứ 5,101,"99,0%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-01 - Thứ 2,102,"88,2%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-05 - Thứ 6,102,"97,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-25 - Thứ 2,102,"92,2%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-28 - Thứ 5,102,"100,0%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-08 - Thứ 2,102,"96,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-19 - Thứ 3,102,"97,1%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-01 - Thứ 2,103,"99,0%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-01 - Thứ 2,103,"97,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-07 - Chủ Nhật,103,"97,1%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-04 - Thứ 5,103,"96,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-26 - Thứ 3,104,"99,0%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-10 - Thứ 4,104,"98,1%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-02 - Thứ 3,104,"92,3%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-25 - Thứ 2,104,"95,2%"
NTB - Khánh Hòa,BC 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-18 - Thứ 2,104,"12,5%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-30 - Thứ 7,104,"98,1%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-11 - Thứ 5,105,"75,2%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-24 - Chủ Nhật,105,"76,2%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-28 - Thứ 5,105,"98,1%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-17 - Chủ Nhật,105,"96,2%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-29 - Thứ 6,105,"99,0%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-22 - Thứ 6,105,"98,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-02 - Thứ 3,106,"96,2%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-12 - Thứ 6,106,"95,3%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-05-19 - Thứ 3,106,"86,8%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-02 - Thứ 3,107,"76,6%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-08 - Thứ 2,107,"98,1%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-29 - Thứ 6,107,"96,3%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-19 - Thứ 3,107,"98,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-21 - Thứ 5,108,"97,2%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-17 - Chủ Nhật,108,"98,1%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-06-03 - Thứ 4,109,"100,0%"
NTB - Khánh Hòa,BC Phước Đồng-Nha Trang-Khánh Hoà,2026-05-23 - Thứ 7,109,"99,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-12 - Thứ 6,109,"99,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-30 - Thứ 7,109,"96,3%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-02 - Thứ 3,110,"83,6%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-25 - Thứ 2,110,"80,9%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-28 - Thứ 5,110,"100,0%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-23 - Thứ 7,110,"93,6%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-20 - Thứ 4,110,"99,1%"
NTB - Khánh Hòa,BC 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-17 - Chủ Nhật,110,"7,3%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-29 - Thứ 6,110,"99,1%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-11 - Thứ 5,111,"100,0%"
NTB - Khánh Hòa,BC 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-27 - Thứ 4,111,"88,3%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-12 - Thứ 6,111,"85,6%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-03 - Thứ 4,112,"89,3%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-03 - Thứ 4,112,"98,2%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-01 - Thứ 2,112,"79,5%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-04 - Thứ 5,112,"92,0%"
NTB - Khánh Hòa,BC 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-17 - Chủ Nhật,112,"98,2%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-21 - Thứ 5,113,"99,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-07 - Chủ Nhật,113,"100,0%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-20 - Thứ 4,113,"87,6%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-22 - Thứ 6,113,"90,3%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-22 - Thứ 6,113,"97,3%"
NTB - Khánh Hòa,BC Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-06-11 - Thứ 5,114,"97,4%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-05-21 - Thứ 5,114,"91,2%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-25 - Thứ 2,114,"93,0%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-28 - Thứ 5,114,"99,1%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-06-08 - Thứ 2,114,"99,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-08 - Thứ 2,114,"99,1%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-23 - Thứ 7,114,"98,2%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-17 - Chủ Nhật,114,"97,4%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-06-10 - Thứ 4,115,"94,8%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-02 - Thứ 3,115,"91,3%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-18 - Thứ 2,115,"99,1%"
NTB - Khánh Hòa,BC 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-30 - Thứ 7,115,"78,3%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-24 - Chủ Nhật,116,"82,8%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-09 - Thứ 3,116,"98,3%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-12 - Thứ 6,116,"94,8%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-19 - Thứ 3,116,"95,7%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-19 - Thứ 3,116,"94,0%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-03 - Thứ 4,117,"99,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-11 - Thứ 5,117,"91,5%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-21 - Thứ 5,117,"97,4%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-05 - Thứ 6,117,"99,1%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-12 - Thứ 6,117,"90,6%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-30 - Thứ 7,117,"91,5%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-26 - Thứ 3,118,"94,9%"
NTB - Khánh Hòa,BC Tổ 5 Đường Ngô Gia Tự-Khánh Vĩnh-Khánh Hòa,2026-06-11 - Thứ 5,118,"98,3%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-10 - Thứ 4,118,"97,5%"
NTB - Khánh Hòa,BC 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-24 - Chủ Nhật,118,"97,5%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-06-09 - Thứ 3,118,"98,3%"
NTB - Khánh Hòa,BC 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-28 - Thứ 5,118,"95,8%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-18 - Thứ 2,118,"94,1%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-08 - Thứ 2,118,"90,7%"
NTB - Khánh Hòa,BC 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,2026-05-20 - Thứ 4,118,"7,6%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-22 - Thứ 6,118,"93,2%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-06-03 - Thứ 4,120,"91,7%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-11 - Thứ 5,120,"100,0%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-28 - Thứ 5,120,"97,5%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-23 - Thứ 7,120,"89,2%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-21 - Thứ 5,121,"94,2%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-05 - Thứ 6,121,"98,3%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-06-07 - Chủ Nhật,121,"79,3%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-20 - Thứ 4,121,"97,5%"
NTB - Khánh Hòa,BC 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-17 - Chủ Nhật,121,"92,6%"
NTB - Khánh Hòa,BC Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-11 - Thứ 5,122,"99,2%"
NTB - Khánh Hòa,BC Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-11 - Thứ 5,122,"95,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-10 - Thứ 4,122,"98,4%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-06-04 - Thứ 5,122,"95,9%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-08 - Thứ 2,122,"96,7%"
NTB - Khánh Hòa,BC Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-23 - Thứ 7,122,"99,2%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-12 - Thứ 6,122,"98,4%"
NTB - Khánh Hòa,BC 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-21 - Thứ 5,123,"8,1%"
NTB - Khánh Hòa,BC 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-06-09 - Thứ 3,123,"98,4%"
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-27 - Thứ 4,123,"93,5%"
NTB - Khánh Hòa,BC 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-19 - Thứ 3,123,"98,4%"
NTB - Khánh Hòa,BC Thôn Phú An Nam 2-Xã Diên Khánh-Khánh Hòa,2026-06-03 - Thứ 4,124,"95,2%"
NTB - Khánh Hòa,BC 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-06-03 - Thứ 4,124,"99,2%"
NTB - Khánh Hòa,BC 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-31 - Chủ Nhật,124,"91,9%"
