Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-30 - Thứ 7,101,100.00%,39.60%,6.93%,43.23,40,7,101,7,54,0,0.00%,53.47%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-06-01 - Thứ 2,96,100.00%,43.75%,13.54%,45.67,42,13,96,13,41,0,0.00%,42.71%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-19 - Thứ 3,86,98.84%,48.84%,8.14%,38.9,42,7,85,7,37,1,1.16%,43.02%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-06-09 - Thứ 3,87,100.00%,48.28%,4.60%,31.26,42,4,87,4,41,0,0.00%,47.12%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-26 - Thứ 3,105,100.00%,43.81%,9.52%,44.04,46,10,105,10,49,0,0.00%,46.67%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-23 - Thứ 7,121,88.43%,39.67%,5.79%,41.21,48,7,107,7,66,14,11.57%,54.54%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-06-12 - Thứ 6,123,100.00%,39.84%,4.88%,40.71,49,6,123,6,68,0,0.00%,55.28%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-17 - Chủ Nhật,95,100.00%,52.63%,3.16%,33.32,50,3,95,3,42,0,0.00%,44.21%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-18 - Thứ 2,114,98.25%,48.25%,7.02%,34.35,55,8,112,8,51,2,1.75%,44.73%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-29 - Thứ 6,113,100.00%,49.56%,2.65%,37.63,56,3,113,3,54,0,0.00%,47.79%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-06-08 - Thứ 2,103,100.00%,54.37%,12.62%,37.8,56,13,103,13,34,0,0.00%,33.01%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-24 - Chủ Nhật,130,92.31%,45.38%,4.62%,45.63,59,6,120,6,65,10,7.69%,50.00%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 95 Thống Nhất-Phan Rang-Ninh Thuận,Hàng Tồn,2026-05-25 - Thứ 2,138,100.00%,52.17%,2.90%,41.54,72,4,138,4,62,0,0.00%,44.93%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-05 - Thứ 6,210,100.00%,88.57%,0.00%,7.93,186,0,210,0,24,0,0.00%,11.43%,210,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-31 - Chủ Nhật,117,98.29%,79.49%,0.00%,6.11,93,0,115,0,24,2,1.71%,20.51%,117,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-03 - Thứ 4,147,96.60%,84.35%,0.00%,5.91,124,0,142,0,23,5,3.40%,15.65%,147,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-07 - Chủ Nhật,167,100.00%,86.83%,0.00%,5.67,145,0,167,0,22,0,0.00%,13.17%,167,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-26 - Thứ 3,146,98.63%,89.04%,0.00%,5.69,130,0,144,0,16,2,1.37%,10.96%,146,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-11 - Thứ 5,143,98.60%,84.62%,0.00%,5.88,121,0,141,0,22,2,1.40%,15.38%,143,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-04 - Thứ 5,101,100.00%,93.07%,0.00%,6.18,94,0,101,0,7,0,0.00%,6.93%,101,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-27 - Thứ 4,110,100.00%,88.18%,0.00%,5.21,97,0,110,0,13,0,0.00%,11.82%,110,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-13 - Thứ 7,109,100.00%,88.99%,0.00%,5.43,97,0,109,0,12,0,0.00%,11.01%,109,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-01 - Thứ 2,120,98.33%,79.17%,0.00%,5.73,95,0,118,0,25,2,1.67%,20.83%,120,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-22 - Thứ 6,153,100.00%,96.08%,0.00%,5.41,147,0,153,0,6,0,0.00%,3.92%,153,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-19 - Thứ 3,113,100.00%,90.27%,0.00%,5.44,102,0,113,0,11,0,0.00%,9.73%,113,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-29 - Thứ 6,105,100.00%,86.67%,0.00%,5.1,91,0,105,0,14,0,0.00%,13.33%,105,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-06 - Thứ 7,133,99.25%,79.70%,0.00%,6.38,106,0,132,0,27,1,0.75%,20.30%,133,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,100,100.00%,95.00%,0.00%,6.69,95,0,100,0,5,0,0.00%,5.00%,100,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-25 - Thứ 2,96,98.96%,87.50%,0.00%,5.07,84,0,95,0,12,1,1.04%,12.50%,96,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-08 - Thứ 2,111,100.00%,90.09%,0.00%,5.62,100,0,111,0,11,0,0.00%,9.91%,111,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-10 - Thứ 4,141,100.00%,88.65%,0.00%,5.78,125,0,141,0,16,0,0.00%,11.35%,141,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-21 - Thứ 5,115,100.00%,91.30%,0.00%,5.08,105,0,115,0,10,0,0.00%,8.70%,115,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-02 - Thứ 3,108,100.00%,91.67%,0.00%,5.3,99,0,108,0,9,0,0.00%,8.33%,108,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-23 - Thứ 7,116,99.14%,85.34%,0.00%,5.6,99,0,115,0,17,1,0.86%,14.66%,116,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-24 - Chủ Nhật,72,95.83%,83.33%,0.00%,4.47,60,0,69,0,12,3,4.17%,16.67%,72,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-28 - Thứ 5,74,98.65%,87.84%,0.00%,5.25,65,0,73,0,9,1,1.35%,12.16%,74,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-20 - Thứ 4,79,100.00%,87.34%,0.00%,5.03,69,0,79,0,10,0,0.00%,12.66%,79,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-18 - Thứ 2,90,100.00%,90.00%,0.00%,5.12,81,0,90,0,9,0,0.00%,10.00%,90,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-05-30 - Thứ 7,86,100.00%,94.19%,0.00%,5.51,81,0,86,0,5,0,0.00%,5.81%,86,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-12 - Thứ 6,91,98.90%,89.01%,0.00%,5.89,81,0,90,0,10,1,1.10%,10.99%,91,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 1,2026-06-09 - Thứ 3,110,94.55%,81.82%,0.00%,5.57,90,0,104,0,20,6,5.45%,18.18%,110,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-31 - Chủ Nhật,23,39.13%,34.78%,0.00%,2,8,0,9,0,15,14,60.87%,65.22%,23,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-06 - Thứ 7,66,33.33%,24.24%,0.00%,2.31,16,0,22,0,50,44,66.67%,75.76%,66,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-25 - Thứ 2,33,69.70%,57.58%,0.00%,1.42,19,0,23,0,14,10,30.30%,42.42%,33,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-07 - Chủ Nhật,58,41.38%,39.66%,0.00%,2.96,23,0,24,0,35,34,58.62%,60.34%,58,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-18 - Thứ 2,49,53.06%,48.98%,0.00%,2.54,24,0,26,0,25,23,46.94%,51.02%,49,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-01 - Thứ 2,76,47.37%,39.47%,0.00%,2.77,30,0,36,0,46,40,52.63%,60.53%,76,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-05 - Thứ 6,49,79.59%,65.31%,0.00%,2.5,32,0,39,0,17,10,20.41%,34.69%,49,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-11 - Thứ 5,75,46.67%,44.00%,0.00%,2.55,33,0,35,0,42,40,53.33%,56.00%,75,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-22 - Thứ 6,47,74.47%,70.21%,0.00%,2.03,33,0,35,0,14,12,25.53%,29.79%,47,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-19 - Thứ 3,56,67.86%,58.93%,0.00%,2.18,33,0,38,0,23,18,32.14%,41.07%,56,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-12 - Thứ 6,51,78.43%,68.63%,0.00%,2.83,35,0,40,0,16,11,21.57%,31.37%,51,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-24 - Chủ Nhật,63,65.08%,58.73%,0.00%,2.16,37,0,41,0,26,22,34.92%,41.27%,63,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-17 - Chủ Nhật,90,52.22%,43.33%,0.00%,3.13,39,0,47,0,51,43,47.78%,56.67%,90,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-21 - Thứ 5,82,56.10%,47.56%,0.00%,2.67,39,0,46,0,43,36,43.90%,52.44%,82,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-28 - Thứ 5,87,55.17%,47.13%,0.00%,2.56,41,0,48,0,46,39,44.83%,52.87%,87,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-23 - Thứ 7,83,63.86%,49.40%,0.00%,2.78,41,0,53,0,42,30,36.14%,50.60%,83,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-10 - Thứ 4,85,55.29%,49.41%,0.00%,2.83,42,0,47,0,43,38,44.71%,50.59%,85,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-26 - Thứ 3,67,71.64%,65.67%,0.00%,2.57,44,0,48,0,23,19,28.36%,34.33%,67,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-02 - Thứ 3,79,65.82%,55.70%,0.00%,2.32,44,0,52,0,35,27,34.18%,44.30%,79,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-30 - Thứ 7,68,70.59%,66.18%,0.00%,2.22,45,0,48,0,23,20,29.41%,33.82%,68,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-29 - Thứ 6,86,62.79%,53.49%,0.00%,2.57,46,0,54,0,40,32,37.21%,46.51%,86,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-08 - Thứ 2,86,62.79%,53.49%,0.00%,2.85,46,0,54,0,40,32,37.21%,46.51%,86,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-09 - Thứ 3,83,62.65%,59.04%,0.00%,2.76,49,0,52,0,34,31,37.35%,40.96%,83,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-03 - Thứ 4,95,64.21%,52.63%,0.00%,2.6,50,0,61,0,45,34,35.79%,47.37%,95,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-27 - Thứ 4,98,65.31%,52.04%,0.00%,3.45,51,0,64,0,47,34,34.69%,47.96%,98,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-05-20 - Thứ 4,104,64.42%,57.69%,0.00%,2.4,60,0,67,0,44,37,35.58%,42.31%,104,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Mới Ca 2,2026-06-13 - Thứ 7,150,54.67%,48.67%,0.00%,3.32,73,0,82,0,77,68,45.33%,51.33%,150,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-05 - Thứ 6,47,93.62%,29.79%,4.26%,58.07,14,2,44,2,31,3,6.38%,65.95%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-23 - Thứ 7,45,88.89%,46.67%,2.22%,29.19,21,1,40,1,23,5,11.11%,51.11%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-26 - Thứ 3,53,86.79%,43.40%,5.66%,29.52,23,3,46,3,27,7,13.21%,50.94%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-31 - Chủ Nhật,59,96.61%,40.68%,3.39%,31.58,24,2,57,2,33,2,3.39%,55.93%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-13 - Thứ 7,51,90.20%,47.06%,7.84%,34.21,24,4,46,4,23,5,9.80%,45.10%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-20 - Thứ 4,48,95.83%,50.00%,6.25%,25.5,24,3,46,3,21,2,4.17%,43.75%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-06 - Thứ 7,66,87.88%,40.91%,1.52%,33.81,27,1,58,1,38,8,12.12%,57.57%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-25 - Thứ 2,59,86.44%,47.46%,1.69%,27.54,28,1,51,1,30,8,13.56%,50.85%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-01 - Thứ 2,62,91.94%,46.77%,4.84%,34.21,29,3,57,3,30,5,8.06%,48.39%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-09 - Thứ 3,76,80.26%,44.74%,7.89%,25.76,34,6,61,6,36,15,19.74%,47.37%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-27 - Thứ 4,65,96.92%,60.00%,4.62%,37.33,39,3,63,3,23,2,3.08%,35.38%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-19 - Thứ 3,57,92.98%,68.42%,1.75%,36.21,39,1,53,1,17,4,7.02%,29.83%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-03 - Thứ 4,81,96.30%,50.62%,4.94%,40.15,41,4,78,4,36,3,3.70%,44.44%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-29 - Thứ 6,79,96.20%,54.43%,11.39%,26.84,43,9,76,9,27,3,3.80%,34.18%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-21 - Thứ 5,73,95.89%,58.90%,4.11%,26.16,43,3,70,3,27,3,4.11%,36.99%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-24 - Chủ Nhật,72,97.22%,61.11%,4.17%,26.68,44,3,70,3,25,2,2.78%,34.72%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-22 - Thứ 6,78,92.31%,56.41%,1.28%,27.84,44,1,72,1,33,6,7.69%,42.31%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-30 - Thứ 7,78,84.62%,57.69%,1.28%,27.49,45,1,66,1,32,12,15.38%,41.03%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-17 - Chủ Nhật,80,95.00%,58.75%,1.25%,27.4,47,1,76,1,32,4,5.00%,40.00%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-08 - Thứ 2,85,95.29%,55.29%,7.06%,26.89,47,6,81,6,32,4,4.71%,37.65%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-11 - Thứ 5,89,97.75%,56.18%,2.25%,29.78,50,2,87,2,37,2,2.25%,41.57%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-04 - Thứ 5,98,95.92%,51.02%,2.04%,28.82,50,2,94,2,46,4,4.08%,46.94%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-10 - Thứ 4,88,93.18%,61.36%,2.27%,31.87,54,2,82,2,32,6,6.82%,36.37%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-28 - Thứ 5,81,90.12%,67.90%,2.47%,25.31,55,2,73,2,24,8,9.88%,29.63%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-02 - Thứ 3,96,95.83%,58.33%,4.17%,29.5,56,4,92,4,36,4,4.17%,37.50%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-05-18 - Thứ 2,85,90.59%,67.06%,4.71%,26.4,57,4,77,4,24,8,9.41%,28.23%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-12 - Thứ 6,95,93.68%,66.32%,3.16%,32.94,63,3,89,3,29,6,6.32%,30.52%,0,Ninh Thuận,NTB,Nguyễn Duy Long
